147.4217268,77.43254834,471.9865304
149.7074612,60.56207017,473.7300515
147.2609212,48.84024133,475.8456703
141.496658,21.39514218,479.6052477
132.5354832,14.99348,482.4000324
75.38459828,55.35613271,491.6839543
60.95864451,-2.620599898,496.7669737
77.18592142,-20.81330197,494.0742758
91.41045396,-59.69485972,488.447441
97.63355414,-71.38578132,485.6665619
26.32385034,-84.04190397,492.6908395
41.92900455,-17.03068893,498.449761
10.46655347,64.46219609,496.221046
53.38593214,86.33734336,490.0980059
75.38459828,55.35613271,491.6839543
0,0,0
41.92900455,-17.03068893,498.449761
51.87072142,-10.48168115,497.6944973
60.95864451,-2.620599898,496.7669737
0,0,0
10.46655347,64.46219609,496.221046
-5.131086248,83.89837805,493.3913093
-16.010916,127.5690615,483.7044915
11.50539214,173.3681706,469.3733625
0,0,0
-5.131086248,83.89837805,493.3913093
-25.25098455,122.9174825,484.5141177
-8.030333237,172.2750926,469.8479075
0,0,0
-170.4830209,264.3597739,389.2938472
-161.2957238,263.617629,393.6872936
-132.0774525,252.1388755,411.6816537
-86.32876133,212.5754578,444.8137472
-46.25463906,191.667557,460.0264188
-29.974075,191.5330579,461.4291848
0,0,0
-86.32876133,212.5754578,444.8137472
-59.20353312,172.9583761,465.9190829
0,0,0
-200.6123242,206.7587671,409.2746725
-181.426111,226.443572,407.8089319
-161.7826985,233.4265135,412.1148763
-132.0774525,252.1388755,411.6816537
-94.75815718,279.6346024,404.1356589
0,0,0
-195.9712488,235.0990552,396.0100427
-181.426111,226.443572,407.8089319
-158.9569705,187.3556038,436.0399171
-129.3929965,175.8241543,450.3815818
-78.65990294,141.3118991,473.6494662
0,0,0
-158.9569705,187.3556038,436.0399171
-160.3600313,142.4288442,452.2155843
-95.80458598,111.7366831,478.3687333
0,0,0
-291.7146827,240.8625109,327.7011515
-304.4788481,183.1629148,352.4829467
-313.0886912,155.9086492,358.0058862
-277.1984799,80.02053444,408.9718411
-252.9930583,113.5807753,416.6463368
-304.4788481,183.1629148,352.4829467
0,0,0
-313.0886912,155.9086492,358.0058862
-344.0439553,102.920256,348.6279216
0,0,0
-209.2580486,45.65157942,452.3574388
-183.8302314,72.10621093,459.8993264
0,0,0
-116.0641196,-146.7496664,464.2132113
-114.68024,-104.4869858,475.8478353
-132.3474522,-134.8748002,463.4578623
-116.0641196,-146.7496664,464.2132113
-93.82389893,-143.963383,470.0764516
-78.25409596,-156.6002122,468.884762
-75.30905578,-165.010168,466.4766238
-47.08323211,-154.2475552,473.8049292
0,0,0
-93.82389893,-143.963383,470.0764516
-124.33488,-202.2408038,440.6129196
-131.8193763,-222.5399072,428.4855794
-110.8095764,-242.3925029,423.6358841
-106.8298053,-205.1664784,443.8404655
-75.30905578,-165.010168,466.4766238
-63.62150694,-198.9061263,454.8504224
0,0,0
-131.8193763,-222.5399072,428.4855794
-143.2724594,-225.4042686,423.2802477
-156.5652531,-244.9359171,407.4235732
0,0,0
-110.8095764,-242.3925029,423.6358841
-38.31668717,-250.7541675,431.4561727
0,0,0
-110.8095764,-242.3925029,423.6358841
-91.04633167,-269.0412316,412.1014817
0,0,0
-87.66844955,85.90708943,485.2158952
-71.01624754,63.88464475,491.3000048
-51.64281153,40.13956163,496.2077041
-103.6839392,20.95876469,489.193848
-154.3455516,-4.36763189,476.0867825
-252.4721124,-12.22830517,431.9821189
-265.9739247,-26.04875497,423.1779575
0,0,0
-71.01624754,63.88464475,491.3000048
-103.6839392,20.95876469,489.193848
0,0,0
-252.4721124,-12.22830517,431.9821189
-211.0256602,-83.03707385,446.1762713
0,0,0
-154.3455516,-4.36763189,476.0867825
-62.29308924,-61.28460473,492.812356
-32.24881027,-54.77731005,496.4470874
0,0,0
98.01259678,-139.6350486,470.5271874
56.55138508,-153.2777144,473.0836428
27.53452384,-128.132099,483.0365051
7.622427215,-122.4940436,485.2188763
-13.00962199,-129.1169967,483.3836995
17.71504913,-178.2753176,467.3374992
31.32749731,-191.1294634,461.5066263
64.63228909,-177.3226645,463.551065
56.55138508,-153.2777144,473.0836428
0,0,0
64.63228909,-177.3226645,463.551065
109.0963312,-190.4564826,449.8050342
98.01259678,-139.6350486,470.5271874
0,0,0
98.01259678,-139.6350486,470.5271874
85.52764263,-114.1478627,479.7452843
0,0,0
98.01259678,-139.6350486,470.5271874
98.84414615,-112.1623856,477.6501691
0,0,0
-441.8378537,-3.202948204,235.0942411
-462.6237616,-5.532290179,190.9159474
-420.7854901,-70.52106658,261.6612323
-441.8378537,-3.202948204,235.0942411
0,0,0
-262.7003753,-289.217741,312.7968368
-274.1827846,-274.0553934,316.5717802
-300.1402064,-232.6534439,326.019143
0,0,0
383.336377,247.0913044,206.1537275
346.2966831,286.9557343,219.6252806
343.2605296,278.7887975,234.4125961
383.336377,247.0913044,206.1537275
0,0,0
415.6456711,165.285039,224.5434969
410.5463367,177.7310347,224.4184367
390.2740864,199.17329,241.9016082
328.0265159,229.2953164,300.5370406
0,0,0
-483.8606402,125.8789158,23.10042107
-459.3837943,175.4151566,93.25396685
-454.9734442,172.6851065,116.9584073
-426.6414274,169.9492117,198.9839388
-413.4096611,198.9061263,200.0726243
-382.2324507,219.5356047,237.0711326
-349.8491965,220.8430385,281.6631713
-367.6438237,195.4269057,277.752756
-381.7998032,201.7079695,253.067294
-422.4721083,144.3816385,226.211207
-472.8716113,133.1915387,95.66976134
-459.3837943,175.4151566,93.25396685
0,0,0
-381.7998032,201.7079695,253.067294
-382.2324507,219.5356047,237.0711326
0,0,0
-405.2945871,86.05051469,280.7701134
-422.4721083,144.3816385,226.211207
-432.6789443,103.7749675,229.1722873
-435.1005752,86.91091292,231.5906575
0,0,0
-458.6122516,80.88271246,183.3931282
-472.8716113,133.1915387,95.66976134
-485.9853746,91.49516833,77.11744195
-490.5874934,52.60607098,84.00453899
0,0,0
-369.3083396,299.1113861,156.9840088
-396.4677445,281.443133,118.7574859
-360.4108215,288.8611676,192.7784106
-369.3083396,299.1113861,156.9840088
0,0,0
-317.565681,282.7659852,263.999405
-305.6227377,299.9278765,259.1105191
-212.9474006,342.6158265,296.2567299
-120.7696621,378.9711405,303.8022603
-64.81996697,426.3655994,253.9901525
-22.02648824,429.0872,256.708509
0,0,0
-496.3187346,56.80285977,30.68222237
-499.8502738,15.43004686,20.29451736
-498.5806802,-5.823450534,-43.4009537
-492.0935939,-12.66493872,-90.46404915
-484.9967917,29.53750544,-120.0245716
-473.3841534,95.21405672,-131.6889391
0,0,0
-492.0935939,-12.66493872,-90.46404915
-475.1437501,-48.26062957,-149.6982913
-457.522467,-96.78580537,-178.3422274
-412.6400142,-52.31649587,-278.3728667
-377.2483186,-49.2749068,-325.2013832
0,0,0
-475.1437501,-48.26062957,-149.6982913
-458.3517303,-5.241127951,-200.9638571
-431.4933093,13.53817656,-253.2399885
-374.2844619,16.59416678,-331.8674814
0,0,0
-309.0149189,-380.2047168,102.246776
-302.7934992,-324.8272789,230.8756933
-265.8108654,-344.0988043,247.8726421
-181.6143944,-368.1208137,286.3625819
-190.3472975,-408.5609766,217.5915549
-221.514986,-410.0690876,182.4135532
-249.1835549,-407.8871072,148.4449856
-309.0149189,-380.2047168,102.246776
0,0,0
-187.126572,-437.0394803,-156.4621
-212.2167176,-435.038313,-127.3027139
-270.0919616,-402.1570907,-125.7786018
-297.196923,-367.8247549,-163.9487379
-308.5754613,-352.6694221,-175.8002087
-327.6853215,-338.0255447,-169.8861712
-331.9308678,-332.8390757,-171.8729143
-342.9299288,-296.8889561,-211.5567577
0,0,0
-263.5624959,-335.5485228,-261.6146968
-288.8811747,-335.8724668,-232.8896798
-327.6853215,-338.0255447,-169.8861712
-376.6557822,-299.2281036,-138.1781957
0,0,0
-297.196923,-367.8247549,-163.9487379
-323.2007492,-377.5410503,-59.19696806
-317.7562646,-384.712225,-39.08593409
-316.6841479,-387.3992222,-11.54309844
-286.4473945,-407.4648169,49.19921868
-225.8259356,-446.0148428,23.95113504
0,0,0
-490.6464008,-85.18985433,50.09039973
-485.6789565,-94.35632736,75.58495051
-476.3703421,-127.5690615,85.42646977
-458.8703792,-157.1532242,123.4548063
-451.0525377,-194.2199455,96.59436325
-471.2644982,-152.029843,72.78014545
-474.0011317,-157.5678436,31.55236591
-478.1735607,-147.5845871,8.311766236
0,0,0
-471.2644982,-152.029843,72.78014545
